,Toilet Name,Area,Location,Provider,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes,24 hours,Open,Closed,Days of the Week open,Open Season,Closed Season,Notes,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisions?,Car Parking, Cost ,Report Problems,Date,Data Collected from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Barnsley Town Centre,"Peel Street, beneath Peel Sq",/,/,/,/,/,/,/,/,/,/,09.00 - 16.30,16.30 - 09.00,Monday - Saturday,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Cheapside,"At the junction of Peel Sq, Eldon St N & Market Hill ",/,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Cawthorne,"Cannon Hall, Barkhouse Lane",/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Cudworth,Barnsley Road - Outside The Star pub near the junction with St John’s Rd,/,/,/,/,/,/,/,/,/,/,07.30 - 16.30,16.30 - 07.30,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,/,Elsecar Park - near the cafe at main entrance,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Goldthorpe Town Centre,Barnsley Road,/,/,/,/,/,/,/,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,/,"Hoyland Market, Market Street",/,/,/,/,/,/,/,/,/,/,07.20 - 16.45,16.45 - 07.20,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Kingstone,"Locke Park, Park Road",/,/,/,/,/,/,/,/,/,/,08.00 - 15.00,15.00 - 08.00,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,/,Summer Lane - bottom of Stocks Lane,/,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Penistone Town Centre,"Shrewsbury Road, opp church",/,/,/,/,/,/,/,/,/,/,06.30 - 18.00,18.00 - 06.30,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnsley,/,Wombwell Town Centre,High Street,/,/,/,/,/,/,/,/,/,/,08.30 - 15.30 ,15.30 - 08.30,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,19/03/2014,https://www.barnsley.gov.uk/services/environment-and-planning/street-care-and-cleaning/public-toilets/find-a-toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Bawrty,Gainsborough Road,/,/,/,/,/,/,DN10 6HT,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, £0.20 ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Rossington,Nelson Road,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,0,No ,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Mexborough,Market Place ,/,/,/,/,/,/,S64 9QA,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Town Centre,Market Place,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Cold Stores,Market Place,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,0,No,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Thorne,South Parade,/,/,/,/,/,/,DN6 5DU,/,/,/,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Wholesale Market,Chapell Drive,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Thorne,Sandall Park,/,/,/,/,/,/,DN2 5DY,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Thorne,The Green,/,/,/,/,/,/,DN8 5AP,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doncaster,/,Askern,Spa Pool Road,/,/,/,/,/,/,DN6 0HZ,/,/,/,/,/,/,/,/,/,1,1,0,0,No,0,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Aston,Worksop Road,/,/,/,/,/,/,S26 4WD,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Greasbrough,Coach Road,/,/,/,/,/,/,S61 4PU,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Maltby,High Street,/,/,/,/,/,/,S66 8LD,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Mowbray Gardens,Herringthorpe Valley Road,/,/,/,/,/,/,S65 2UH,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Rawmarsh,Barbers Avenue,/,/,/,/,/,/,S62 6AE,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Swinton,Station Road,/,/,/,/,/,/,S64 8PZ,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Thorpe Hesley,Sough Hall Avenue,/,/,/,/,/,/,S61 2QS,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Thurcroft,School Road,/,/,/,/,/,/,S66 9DE,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,Wickersley,Bawtry Road,/,/,/,/,/,/,S66 1JJ,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,/,All Saints,All Saints Square,/,/,/,/,/,/,S601PW,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Manchester Road,,/,/,/,/,/,/,S36 2SW,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Stone Moor Road,,/,/,/,/,/,/,S36 1GJ,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Storth Lane,,/,/,/,/,/,/,S35 0DW,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Holme Lane,,/,/,/,/,/,/,S6 4JQ,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Rivelin Valley Road,,/,/,/,/,/,/,S6 5SJ,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Main Road Darnall,,/,/,/,/,/,/,S9 5HP,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield,/,Ecclesall Road,,/,/,/,/,/,/,S11 8TA,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,https://www.sheffield.gov.uk/in-your-area/toilets/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,/,Ilkley,Car Park Brook St,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,http://www.bradford.gov.uk/bmdc/transport_and_infrastructure/street_care_and_cleaning/public_conveniences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,/,Bingley,Myrtle Place,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/, / ,/,,http://www.bradford.gov.uk/bmdc/transport_and_infrastructure/street_care_and_cleaning/public_conveniences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
