,Toilet Name,Area,Location,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,
Herefordshire,/,Hereford,"Franklin House, 4 Commercial Road",/,-2.712293,52.057834,/,/,HR1 2BB,/,/,/,10.00 - 16.15,16.15 - 10.00,Monday - Wednesday and Friday,/,/,Thursday: 10.00 - 16.00,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Hereford,"Hereford Library, Broad Street,",/,-2.717367,52.054829,/,/,HR4 9AU,/,/,/,09.30 - 17.00,17.00 - 09.30,Tuesday and Wednesday,/,/,Thursday: 09.30 - 16.00 / Friday: 09.30 - 19.00 / Saturday: 10.00 - 16.00,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Bromyard,"Tenbury Road Car Park, Tenbury Road,",/,-2.509046,52.190476,/,/,HR7 4LW,/,/,/,07.00 - 18.00,18.00 - 07.00,/,/,/,/,1,1,0,1,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Colwall,"Colwall Library, Walwyn Road,",/,-2.359891,52.07971,/,/,WR13 6QT,/,/,/,/,/,/,/,/,Wednesday and Friday: 10.00 - 13.00 and 14.00 - 17.30 / Thursdat 15.00 - 19.00 / Saturday: 10.00 - 13.00,1,1,0,1,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Colwall,Wyche Road,/,-2.359486,52.079892,/,/,/,/,/,/,08.15 - 17.00,17.00 - 08.15,/,/,/,Disabled toilet open 24 hours,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,"Kingsland, Leominster ","Garden Tea Room and Deli Stoneleigh, ",/,-2.807372,52.247195,/,/,HR6 9QS,/,/,/,/,/,/,/,/,Tea room opening times only,1,1,0,1,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Kington,"Market Square, Mill Street",/,-3.031325,52.203205,/,/,/,/,/,/,07.00 - 17.30,17.30 - 07.00,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Kington,"The Kington Centre, 64 Bridge Street",/,/,/,/,/,HR5 3DJ,/,/,/,/,/,/,/,/,Centre opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ledbury,Church Lane,/,-2.422185,52.037158,/,/,HR8 1DL,/,/,/,07.30 - 18.00,18.00 - 07.30,/,/,/,/,1,1,0,1,No,0,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Broad Street Car Park, Arkwright Close",/,-2.738305,52.229909,/,/,HR6 8DD,/,/,1,/,/,/,/,/,/,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Westbury, Leominster bus station, ",/,-2.740402,52.226038,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Leominster Leisure Centre, Coningsby Road",/,-2.738299,52.223712,/,/,HR6 8LL,/,/,/,/,/,/,/,/,Leisure centre opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Leominster Library/Info shop, 8 Buttercross,",/,-2.739858,52.227824,/,/,HR6 8BN,/,/,/,09.30 - 17.00,17.00 - 09.30,"Monday, Tuesday and Friday",/,/,Thursday: 09.30 - 19.00 / Saturday: 09.30 - 13.00,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Bridge Street Sports Centre, Bridge Street",/,-2.745788,52.234049,/,/,HR6 8EA,/,/,/,/,/,/,/,/,Leisure centre opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Morrison's Supermarket, Barons Cross",/,-2.769467,52.22151,/,/,HR6 8RN,/,/,/,/,/,/,/,/,Supermarket opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"The White Lion, Etnam Street",/,-2.731712,52.226735,/,/,HR6 8AE,/,/,/,/,/,/,/,/,Pub opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,Wharton Court Food Centre,/,-2.720146,52.197296,/,/,HR6 0NY,/,/,/,/,/,/,/,/,Food centre opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"The Grange, Grange Walk",/,-2.736915,52.227096,/,/,HR6 8AD,/,/,/,/,/,/,/,/,/,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Leominster,"Central, West Street",/,-2.73975,52.226786,/,/,HR6 8DE,/,/,/,/,/,/,/,/,/,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Malvern,"British Camp, West Malvern Road",/,-2.347021,52.061751,/,/,/,/,/,/,08.30 - 17.30,17.30 - 08.30,/,/,/,Disabled toilet open 24 hours,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ross-on-Wye,Croft Shopping Centre,/,-2.582409,51.914335,/,/,/,/,Off Hill Street,/,08.00 - 17.30,17.30 - 08.00,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ross-on-Wye,"Red Meadow Car Park, Kyrle Street",/,-2.582506,51.915771,/,/,HR9 7EG,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ross-on-Wye,Wye Street,/,-2.589056,51.913561,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ross-on-Wye,"Royal Hotel, Royal Parade,",/,-2.586797,51.914196,/,/,HR9 5HZ,/,/,/,/,/,/,/,/,Hotel opening times only,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ross-on-Wye,"Ross Library and Customer Service Centre, Cantilupe Road",/,-2.580585,51.914398,/,/,HR9 7AN,/,/,/,09.30 - 17.00,17.00 - 09.30,"Monday, Thursday and Friday",/,/,Tuesday: 09.30 - 19.00 / Saturday: 09.30 - 13.00,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Ross-on-Wye,"The Saracens Head Inn, Symonds Yat East",/,-2.638371,51.840537,/,/,HR9 6JL,/,/,/,/,/,/,/,/,Pub opening times only,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,Weobley,"Back Lane, Library Car Park",/,-2.876111,52.159262,/,/,/,/,/,/,/,/,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,"Whitney-on-Wye, Herefordshire ",Whitney-on-Wye Toll Bridge,/,-3.083671,52.120516,/,/,HR3 6EN,/,/,/,/,/,/,/,/,Open March - November,1,1,0,0,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Herefordshire,/,"Yarpole, Leominster","St Leonard's Church and Yarpole Community Shop, Green Lane",/,-2.778329,52.278911,/,/,HR6 0BD,/,/,/,/,/,/,/,/,During shop opening times,1,1,0,1,No,1,/,/,/,/,/,/,/,05/04/2014,https://www.herefordshire.gov.uk/environmental-protection/street-care-and-cleaning/toilets?q=toilets&type=suggestedpage,
Telford and Wrekin,/,"Telford,Shropshire","Abraham Darby Leisure Centre, Ironbridge Road, ",/,/,/,368400,304083,TF7 5HX,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Addenbrooke House, Ironmasters Way,",/,/,/,370059,309201,TF3 4NT,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Darby House, Lawn Central,",/,/,/,370019,309123,TF3 4JA,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Phoenix Leisure Centre/Library, Duce Drive,Phoenix Academy",/,/,/,368672,307344,TF4 3JS,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Donnington Library, Turreff Avenue",/,/,/,370510,313296,TF2 8HG,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Donnington Life Long Learning Centre, St Matthews Road",/,/,/,370969,312994,TF2 7RB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Hadley Learning Community, Waterloo Road",/,/,/,367262,311651,TF1 5NU,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Horsehay Village Golf Centre, Wellington Road,",/,/,/,366825,307937,TF4 3BT,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Leegomery Community Centre, Leegate Avenue,",/,/,/,366340,312779,TF1 6NA,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Madeley Ski Centre, Court Street,",/,/,/,369633,304886,TF7 5DZ,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Market Square Ironbridge Conveniences, Market Square,",/,/,/,367322,303463,/,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Newport, Shropshire","Newport Swimming Pool, Victoria Park,",/,/,/,374599,319434,TF10 7HL,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Oakengates Leisure Centre, New Road,",/,/,/,369991,312309,TF2 7AB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Park Lane Centre, Park Lane,",Not Council owned - part leased in,/,/,368491,304583,TF7 5RZ,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, No Charge ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Stirchley Leisure Centre, Grange Avenue",/,/,/,370596,306488,TF3 1FP,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Sutton Hill Community Centre, Southgate",/,/,/,370237,303643,TF7 4HG,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Telford Ice Rink, St Quentin Gate",/,/,/,369950,308524,TF3 4JQ,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Telford Town Park Visitor Centre, Hinkshay Road",/,/,/,369822,308219,TF3 4EP,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","The Place (Oakengates Theatre/Library), Limes Walk",/,/,/,369624,310979,TF2 6EP,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","The Sambrook Centre (Stirchley Library), Grange Avenue, Stirchley",/,/,/,370655,306479,TF3 1FL,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Coalbrookdale, Shropshire","The Wharfage Conveniences, The Wharfage",/,/,/,366705,303640,/,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Watling Community Centre, 22 St Giles Close",/,/,/,366093,310975,TF1 2AB,/,/,/,/,/,/,/,/,/,1,1,0,1,/,0,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Wellington Cemetery Conveniences, Linden Avenue",/,/,/,364653,311035,/,/,/,/,/,/,/,/,/,/,1,1,0,0,/,0,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Telford and Wrekin,/,"Telford,Shropshire","Wellington Civic & Leisure Centre, Larkin Way",/,/,/,365039,311429,TF1 1LX,/,/,/,/,/,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/,  No Charge  ,/,01/04/2014,FOI,
Cannock Chase,/,Bereton,Brereton & Ravenhill Park,/,-1.924705,52.748529,/,/,WS15 1DS,/,"Main entrances are off Main Road and Armitage Road,",/,08.00 - 16.00,16.00 - 08.00,/,/,/,/,1,1,0,1,/,1,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Cannock,"Cannock Library, Manor Avenue",/,-2.033501,52.689754,/,/,WS11 1AA,/,/,/,09.00 - 17.00,17.00 - 09.00,"Monday, Wednesday and Friday",/,/,Tuesday and Thursday: 09.00 - 19.00 / Saturday: 09.00 - 16.00,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Cannock,"Civic Centre, Beecroft Road",/,-2.028941,52.692174,/,/,WS11 1BG,/,/,/,09.00 - 15.00,15.00 - 09.00,/,/,/,/,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Cannock,"In-Shops, Cannock Shopping Centre",/,-2.030411,52.690223,/,/,WS11 1WS,/,/,/,08.30 - 17.45,17.45 - 08.30,Monday - Saturday,/,/,Sunday and Bank Holidays: 09.45 - 16.15,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Heath Hayes,"Heath Hayes Health Centre, Gorsemoor Road",/,-1.98639,52.691426,/,/,WS12 3TG,/,/,/,08.00 - 18.30,18.30 - 08.00,"Monday, Wednesday and Thursday",/,/,Tuesday and Friday 08.00 - 20.00,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Hednesford,"Museum of Cannock Chase, Valley Road",/,-1.99095,52.712054,/,/,WS12 1TD,/,/,/,/,/,/,/,/,Museum opening times only,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Norton Canes,"Norton Canes Parish Office, Burntwood Road",/,-1.970968,52.673923,/,/,/,/,/,/,/,/,/,/,/,Only when the Clerk is present: 10.00 - 14.00 - Monday - Friday,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Norton Canes,"Norton Canes Library, Burtnwood Road",/,-1.970571,52.674888,/,/,WS11 9RF,/,/,/,09.00 - 17.00,17.00 - 09.00,Tuesday and Friday,/,/,Monday 14.00 - 18.00  / Thursday: 09.00 - 19.00 / Saturday: 09.00 - 13.00,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Rugeley,Rugeley Library,/,-1.935482,52.761226,/,/,/,/,/,/,09.00 - 17.00,17.00 - 09.00,Tuesday and Friday,/,/,Monday and Thursday: 09.00 - 18.00  / Wednesday 09.00 - 13.00 / Saturday: 09.00 - 16.00,1,1,0,1,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Rugeley,Rugeley Bus Stationm Elmore Lane,/,-1.935482,52.761226,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,/,/,/,/,/,Yes,/,/, / ,/,05/05/2014,Website,
Cannock Chase,/,Rugeley,"Rugeley Leisure Centre, Burnthill Lane",/,-1.943073,52.755889,/,/,WS15 2HZ,/,/,/,/,/,/,/,/,Leisure centre opening times only,1,1,0,/,/,/,/,/,/,/,/, / ,/,05/05/2014,Website,
East Staffordshire,/,Stapehill,Main Street ,/,/,/,/,/,DE15 9AP,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,1,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Windshill ,Newton Road ,/,/,/,/,/,DE15 OTR,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Burton,Market Manor Croft,/,/,/,/,/,DE14 3QR,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,1,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Barton,Crowberry Lane,/,/,/,/,/,DE13 8AF,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Tutbury,Duke Street,/,/,/,/,/,DE13 9NE,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Uttoexter,Bramshall Road,/,/,/,/,/,ST14 7PG,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Uttoexter,Trinity Road,/,/,/,/,/,ST14 8AQ,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Uttoexter,Bradley Street,/,/,/,/,/,ST14 7QA,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,1,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,/,Branston Water Park,/,/,/,/,/,DE11 0HY,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,/,Stapenhill Cemetery,/,/,/,/,/,DE15 9AE,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
East Staffordshire,/,Dept,Pennycroft Lane,/,/,/,/,/,ST14 7BW,/,/,/,06.00 - 19.00,19.00 - 06.00,/,/,/,/,1,1,0,1,/,0,/,/,/,Squatting,/, No Charge ,/,01/04/2014,FOI,
Newcastle-under-Lyme,Hassell Street ,Newcastle-under-Lyme,"Public Toilets, Hassell Street",/,/,/,384970,345938,ST5 1AX,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,,Yes,1,M/F,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Merrial Street,Newcastle-under-Lyme,"Public Toilets, Merrial Street",/,/,/,384832,346183,ST5 2PE,/,/,/,08.00 - 17.30,17.30 - 08.00,/,/,/,/,1,1,0,,Yes,1,F,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Alexandra Road,Newcastle-under-Lyme,"Public Toilets, Alexandra Road",/,/,/,385335,348021,ST5 2PE,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Bradwell Park,Newcastle-under-Lyme,"Bradwell Park Toilets, Bradwell Lane, ",/,/,/,385099,348883,ST5 8JB,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Chesterton Park,"Chesterton, Newcastle-under-Lyme","Chesterton Park Toilets, King Street",/,/,/,383208,349259,ST5 7EP,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,1,A - Ask in the pavillion for the key,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Heathcote Street,Kidsgrove,"Public Toilets, Heathcote Street, ",/,/,/,384003,354432,ST7 4AA,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Wolstanton Park,"Woksantonton, Newcastle-under-Lyme","Wolstanton Park Toilets, Church Lane",/,/,/,385718,347832,ST5 0ED,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Westlands Sports Ground,Newcastle-under-Lyme,"Westlands SG Toilets, Wedgewood Avenue",/,/,/,384051,344976,ST5 2NZ,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Mueseum and Art Gallery,Newcastle-under-Lyme,"Museum and Art Gallery, Brampton Park, Brampton Road",/,/,/,385401,346634,ST5 0QP,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,1,M/F,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Bathpool Park,"Kidsgrove, Newcastle-under-Lyme","Kidsgrove Centre, Bathpool Park",/,/,/,383703,353334,ST7 4EF,/,/,/,/,/,/,/,/,Only open when events are on or the Ski Centre is open,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Newcastle Cemetery,Newcastle-under-Lyme,"Newcastle Cemetery Toilets, Lymewood Grove",/,/,/,384742,345330,ST5 2EH,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Silverdale Cemeterey,Newcastle-under-Lyme,"Silverdale Cemetery Toilets, Cemetery Road",/,/,/,383026,346337,ST5 6SH,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Bradwell Crematorium,Newcastle-under-Lyme,"Bradwell Cemetery Toilets, Chatterley Close",/,/,/,385076,349627,ST5 8LE,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Newcastle-under-Lyme,Keele Cemetery,"Keele, Newcastle-under-Lyme","Keele Cemetery Toilets, Keele Road",/,/,/,381260,345726,ST5 5AB,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,,Yes,0,/,/,/,/,/, / ,/,25/04/2014,FOI,
Stafford,/,/,Broad Street,/,/,/,/,/,/,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,/,1,1,/,1,Yes,1,(Need shop mobility key),/,/,/,/,/,/,19/03/2014,http://www.staffordbc.gov.uk/public-conveniences,
Stafford,/,/,North Walls,/,/,/,/,/,/,/,/,/,08.00 - 17.00,17.00 - 08.00,/,/,/,/,1,1,/,1,Yes,0,/,/,/,/,/,/,/,19/03/2014,http://www.staffordbc.gov.uk/public-conveniences,
Stafford,/,/,Doxey Lorry Park,/,/,/,/,/,/,/,/,/,08.00 - 17.00,17.00 - 08.00,Monday - Saturday,/,/,Only open during Castle Visitor Centre opening times,1,1,/,1,Yes,0,/,/,/,/,/,/,/,19/03/2014,http://www.staffordbc.gov.uk/public-conveniences,
Stafford,/,/,Stafford Castle,/,/,/,/,/,/,/,/,/,08.00 - 17.00,17.00 - 08.00,Monday - Friday,/,/,/,1,1,/,1,Yes,0,/,/,/,Shower for lorry drivers,/,/,/,19/03/2014,http://www.staffordbc.gov.uk/public-conveniences,
